39748,1
41164,1
821,1
14959,1
24629,1
21708,1
29598,1
33388,1
34544,1
38781,1
4993,1
25015,1
25549,1
33833,1
37015,1
39930,1
7347,1
8226,1
8430,1
10523,1
26328,1
36816,1
2661,1
15018,1
20715,1
36182,1
12419,1
20350,1
27757,1
34986,1
2329,1
8443,1
9604,1
10957,1
11386,1
25497,1
163,1
4949,1
7231,1
10496,1
25262,1
25825,1
35254,1
40941,1
1847,1
12250,1
13629,1
29517,1
36207,1
30869,1
34919,1
9593,1
11449,1
14661,1
19435,1
31246,1
3497,1
4195,1
12022,1
40732,1
2264,1
15131,1
18162,1
29303,1
3677,1
3708,1
6009,1
18756,1
39206,1
1824,1
8016,1
13647,1
15297,1
18420,1
12577,1
24110,1
28074,1
533,1
1015,1
1416,1
15431,1
24142,1
29677,1
31319,1
39175,1
1070,1
1552,1
14821,1
9984,1
26060,1
1014,1
15583,1
16913,1
21792,1
29029,1
29797,1
36171,1
40612,1
2217,1
3527,1
13106,1
13440,1
16310,1
18822,1
27075,1
29279,1
11910,1
11961,1
14527,1
21218,1
33979,1
37843,1
2844,1
15272,1
19474,1
21797,1
41113,1
2103,1
32995,1
40857,1
21,1
5460,1
14188,1
14399,1
40573,1
14298,1
33349,1
542,1
15025,1
18985,1
21037,1
25157,1
5185,1
6880,1
10260,1
17982,1
26380,1
29530,1
34921,1
41226,1
32091,1
14837,1
22337,1
29451,1
37649,1
40894,1
7022,1
15745,1
32911,1
17181,1
19908,1
37048,1
30374,1
37876,1
5944,1
15645,1
27139,1
28189,1
32079,1
9737,1
15511,1
4246,1
7921,1
10212,1
27456,1
29535,1
36520,1
37044,1
121,1
16271,1
24245,1
12055,1
848,1
5838,1
7559,1
12330,1
17472,1
28374,1
35446,1
1993,1
3579,1
3593,1
5978,1
22010,1
23174,1
25432,1
29038,1
34532,1
36429,1
5411,1
8175,1
18520,1
19351,1
20776,1
33063,1
11655,1
9997,1
10954,1
33680,1
6504,1
26258,1
27404,1
39265,1
4712,1
5725,1
8578,1
9798,1
16617,1
27774,1
189,1
2609,1
6902,1
10443,1
20385,1
34262,1
34594,1
36473,1
36973,1
9123,1
21512,1
26084,1
26279,1
36918,1
36970,1
37333,1
707,1
6594,1
12000,1
25250,1
26341,1
29124,1
38569,1
5994,1
17555,1
32610,1
33101,1
36778,1
41004,1
3597,1
3825,1
5000,1
11689,1
34002,1
263,1
1521,1
1870,1
18491,1
25493,1
25523,1
27179,1
37882,1
39365,1
8740,1
13211,1
23691,1
2269,1
15348,1
29808,1
3711,1
6031,1
6203,1
32449,1
33766,1
35781,1
39042,1
6882,1
11631,1
21924,1
13974,1
19695,1
19906,1
21003,1
22145,1
35662,1
37751,1
25259,1
31253,1
4311,1
9302,1
23653,1
4087,1
19986,1
30077,1
1326,1
10519,1
27156,1
